,tweet_id,favorites,retweets,user_followers,user_favourites,date_time
340,830956169170665475,7874,1462,8898565,145976,2017-02-13 01:46:03+00:00
341,830583320585068544,65762,16388,8898565,145976,2017-02-12 01:04:29+00:00
342,830173239259324417,0,5558,8898565,145976,2017-02-10 21:54:58+00:00
343,830097400375152640,9635,2868,8898565,145976,2017-02-10 16:53:37+00:00
344,829878982036299777,0,4899,8898565,145976,2017-02-10 02:25:42+00:00
345,829861396166877184,12070,1895,8898565,145976,2017-02-10 01:15:49+00:00
346,829501995190984704,31263,10377,8898565,145976,2017-02-09 01:27:41+00:00
347,829449946868879360,10316,1963,8898565,145976,2017-02-08 22:00:52+00:00
348,829141528400556032,24037,7175,8898565,145976,2017-02-08 01:35:19+00:00
349,829011960981237760,52496,15993,8898565,145976,2017-02-07 17:00:28+00:00
350,828801551087042563,0,3355,8898565,145976,2017-02-07 03:04:22+00:00
351,828770345708580865,25237,5730,8898565,145976,2017-02-07 01:00:22+00:00
352,828708714936930305,35991,10953,8898565,145976,2017-02-06 20:55:28+00:00
353,828650029636317184,9377,1309,8898565,145976,2017-02-06 17:02:17+00:00
354,828409743546925057,6266,1141,8898565,145976,2017-02-06 01:07:28+00:00
355,828408677031882754,7582,1259,8898565,145976,2017-02-06 01:03:14+00:00
356,828381636999917570,12424,2176,8898565,145976,2017-02-05 23:15:47+00:00
